,Sujets,Group,Effectif,TrainingPhase,Compatibility,Quantiles,MeanRT,PercentCorrect,NofResp,asinPC
2,c41r2,test1,3.0,early,incompatible,3,468.75,0.8897,58,1.232260687655581
3,c41r2,test1,3.0,early,incompatible,4,552.0588235294117,0.7917,58,1.096812505535227
4,c41r2,test1,3.0,early,incompatible,5,644.852941176471,0.7451,58,1.0415562740327486
5,c41r2,test1,3.0,early,incompatible,6,771.2745098039215,0.6103,58,0.8966065481869838
6,c41r2,test1,3.0,early,incompatible,7,1097.2794117647056,0.549,58,0.834497274603351
0,c41r2,test1,3.0,medium,compatible,1,221.33470225872688,0.9713,69,1.4004198273716262
1,c41r2,test1,3.0,medium,compatible,2,292.07392197125256,0.9713,69,1.4004198273716262
2,c41r2,test1,3.0,medium,compatible,3,380.6365503080083,0.9569,69,1.3616186238123351
3,c41r2,test1,3.0,medium,compatible,4,456.8377823408623,0.9713,69,1.4004198273716262
4,c41r2,test1,3.0,medium,compatible,5,552.4024640657084,0.9713,69,1.4004198273716262
5,c41r2,test1,3.0,medium,compatible,6,683.3880903490764,0.9569,69,1.3616186238123351
6,c41r2,test1,3.0,medium,compatible,7,1041.5400410677616,0.885,69,1.2248352940663942
0,c41r2,test1,3.0,medium,incompatible,1,231.37697516930024,0.8736,63,1.2073015750253338
1,c41r2,test1,3.0,medium,incompatible,2,335.4627539503386,0.9052,63,1.2578024654083837
2,c41r2,test1,3.0,medium,incompatible,3,436.07223476297975,0.86,63,1.187363872821289
3,c41r2,test1,3.0,medium,incompatible,4,537.7652370203159,0.8871,63,1.228174259191095
4,c41r2,test1,3.0,medium,incompatible,5,625.2370203160273,0.8352,63,1.1527923002973934
5,c41r2,test1,3.0,medium,incompatible,6,759.548532731377,0.6163,63,0.9027251834615511
6,c41r2,test1,3.0,medium,incompatible,7,1111.941309255079,0.5688,63,0.8544669322244713
0,c41r2,test1,3.0,late,compatible,1,230.4950495049505,0.9827,57,1.4387838481484134
1,c41r2,test1,3.0,late,compatible,2,317.94554455445547,1.0,57,1.5707963267948966
2,c41r2,test1,3.0,late,compatible,3,443.53960396039594,1.0,57,1.5707963267948966
3,c41r2,test1,3.0,late,compatible,4,536.5346534653467,0.9827,57,1.4387838481484134
4,c41r2,test1,3.0,late,compatible,5,652.5247524752473,0.9653,57,1.383552325983624
5,c41r2,test1,3.0,late,compatible,6,806.559405940594,0.9827,57,1.4387838481484134
6,c41r2,test1,3.0,late,compatible,7,1236.4851485148515,0.8267,57,1.1414738964362408
0,c41r2,test1,3.0,late,incompatible,1,268.7239583333333,0.8906,54,1.2337301530166225
1,c41r2,test1,3.0,late,incompatible,2,413.4635416666667,0.9453,54,1.3347577861027573
2,c41r2,test1,3.0,late,incompatible,3,543.4114583333335,0.9167,54,1.2779531817876473
3,c41r2,test1,3.0,late,incompatible,4,659.3489583333329,0.8932,54,1.2379249646586463
4,c41r2,test1,3.0,late,incompatible,5,799.6875000000001,0.6615,54,0.949803176271583
5,c41r2,test1,3.0,late,incompatible,6,1034.2187500000007,0.5964,54,0.882359358049521
6,c41r2,test1,3.0,late,incompatible,7,1659.479166666666,0.2552,54,0.5295916826777971
0,c38r2,control,3.0,early,compatible,1,182.34006734006732,0.9764,84,1.416663281428018
1,c38r2,control,3.0,early,compatible,2,206.5151515151515,1.0,84,1.5707963267948966
2,c38r2,control,3.0,early,compatible,3,226.26262626262624,1.0,84,1.5707963267948966
3,c38r2,control,3.0,early,compatible,4,243.58585858585863,1.0,84,1.5707963267948966
4,c38r2,control,3.0,early,compatible,5,266.01010101010087,1.0,84,1.5707963267948966
5,c38r2,control,3.0,early,compatible,6,305.892255892256,0.9882,84,1.4620228875561518
6,c38r2,control,3.0,early,compatible,7,403.4175084175083,0.9882,84,1.4620228875561518
0,c38r2,control,3.0,early,incompatible,1,191.0958904109589,0.589,73,0.8749165369345858
1,c38r2,control,3.0,early,incompatible,2,222.6027397260274,0.4521,73,0.7373789031451925
2,c38r2,control,3.0,early,incompatible,3,248.35616438356163,0.726,73,1.0199311763953691
3,c38r2,control,3.0,early,incompatible,4,266.43835616438355,0.726,73,1.0199311763953691
4,c38r2,control,3.0,early,incompatible,5,291.09589041095893,0.726,73,1.0199311763953691
5,c38r2,control,3.0,early,incompatible,6,336.8493150684931,0.6712,73,0.9601681602808948
6,c38r2,control,3.0,early,incompatible,7,448.2191780821918,0.6438,73,0.9312958989582316
0,c38r2,control,3.0,medium,compatible,1,189.05537459283389,1.0,87,1.5707963267948966
1,c38r2,control,3.0,medium,compatible,2,214.69055374592833,1.0,87,1.5707963267948966
2,c38r2,control,3.0,medium,compatible,3,234.05537459283403,1.0,87,1.5707963267948966
3,c38r2,control,3.0,medium,compatible,4,251.59609120521162,1.0,87,1.5707963267948966
4,c38r2,control,3.0,medium,compatible,5,276.38436482084694,0.9886,87,1.4638154344063743
5,c38r2,control,3.0,medium,compatible,6,316.0423452768732,1.0,87,1.5707963267948966
6,c38r2,control,3.0,medium,compatible,7,411.8241042345275,0.9772,87,1.4192181042785394
0,c38r2,control,3.0,medium,incompatible,1,194.37007874015748,0.7244,72,1.0181188786052575
1,c38r2,control,3.0,medium,incompatible,2,231.4763779527559,0.6535,72,0.9414628373412433
2,c38r2,control,3.0,medium,incompatible,3,257.38188976377955,0.685,72,0.9749449596010697
3,c38r2,control,3.0,medium,incompatible,4,281.9291338582677,0.7795,72,1.0820219376984523
4,c38r2,control,3.0,medium,incompatible,5,307.9921259842519,0.8071,72,1.116067123070652
5,c38r2,control,3.0,medium,incompatible,6,354.5078740157482,0.876,72,1.2109189112757754
6,c38r2,control,3.0,medium,incompatible,7,474.27165354330697,0.7106,72,1.0028157439806056
0,c38r2,control,3.0,late,compatible,1,193.0379746835443,1.0,79,1.5707963267948966
1,c38r2,control,3.0,late,compatible,2,220.25316455696202,1.0,79,1.5707963267948966
2,c38r2,control,3.0,late,compatible,3,239.49367088607596,1.0,79,1.5707963267948966
3,c38r2,control,3.0,late,compatible,4,260.63291139240505,1.0,79,1.5707963267948966
4,c38r2,control,3.0,late,compatible,5,282.40506329113924,1.0,79,1.5707963267948966
5,c38r2,control,3.0,late,compatible,6,328.2278481012658,0.9873,79,1.4580512187151056
6,c38r2,control,3.0,late,compatible,7,427.2151898734177,0.9747,79,1.4110080964484109
0,c38r2,control,3.0,late,incompatible,1,190.94936708860757,0.5274,67,0.8128379250767495
1,c38r2,control,3.0,late,incompatible,2,225.54852320675104,0.7194,67,1.0125399288494816
2,c38r2,control,3.0,late,incompatible,3,249.49367088607596,0.6456,67,0.9331060948332077
3,c38r2,control,3.0,late,incompatible,4,271.0337552742615,0.7215,67,1.0148909314973653
4,c38r2,control,3.0,late,incompatible,5,296.94092827004226,0.7532,67,1.0508603706148776
5,c38r2,control,3.0,late,incompatible,6,349.4725738396625,0.7131,67,1.005520712324937
6,c38r2,control,3.0,late,incompatible,7,469.3037974683545,0.8228,67,1.1362829428806234
0,c29r1,test1,3.0,early,compatible,1,191.31715771230503,0.9393,82,1.321945126958712
1,c29r1,test1,3.0,early,compatible,2,218.3362218370884,0.8908,82,1.2340356806993356
2,c29r1,test1,3.0,early,compatible,3,238.318890814558,0.8908,82,1.2340356806993356
3,c29r1,test1,3.0,early,compatible,4,257.57365684575393,0.9393,82,1.321945126958712
4,c29r1,test1,3.0,early,compatible,5,284.7313691507799,0.9497,82,1.344686957801263
5,c29r1,test1,3.0,early,compatible,6,332.270363951473,0.8925,82,1.2368219312406679
6,c29r1,test1,3.0,early,compatible,7,465.1126516464472,0.8544,82,1.179323224256612
0,c29r1,test1,3.0,early,incompatible,1,214.625,0.55,80,0.835482099508719
1,c29r1,test1,3.0,early,incompatible,2,276.875,0.4875,80,0.7728968578908124
2,c29r1,test1,3.0,early,incompatible,3,323.125,0.3875,80,0.6719266709917464
3,c29r1,test1,3.0,early,incompatible,4,393.75,0.4875,80,0.7728968578908124
4,c29r1,test1,3.0,early,incompatible,5,488.875,0.3375,80,0.6198929112755055
5,c29r1,test1,3.0,early,incompatible,6,631.25,0.35,80,0.6330518632929314
6,c29r1,test1,3.0,early,incompatible,7,1101.0,0.225,80,0.4942164431436371
0,c29r1,test1,3.0,medium,compatible,1,201.88888888888889,0.9333,90,1.3096397560234672
1,c29r1,test1,3.0,medium,compatible,2,231.88888888888889,0.9556,90,1.3583830699442654
2,c29r1,test1,3.0,medium,compatible,3,253.33333333333334,0.9556,90,1.3583830699442654
3,c29r1,test1,3.0,medium,compatible,4,276.1111111111111,0.9667,90,1.3871918769681868
4,c29r1,test1,3.0,medium,compatible,5,303.8888888888889,0.9889,90,1.4651915885317717
5,c29r1,test1,3.0,medium,compatible,6,354.0,0.9556,90,1.3583830699442654
6,c29r1,test1,3.0,medium,compatible,7,511.22222222222223,0.8333,90,1.150262164995398
0,c29r1,test1,3.0,medium,incompatible,1,223.75234521575985,0.6454,76,0.9329331049926808
1,c29r1,test1,3.0,medium,incompatible,2,284.6529080675422,0.7373,76,1.0326943931667287
2,c29r1,test1,3.0,medium,incompatible,3,370.281425891182,0.6792,76,0.9686468088245795
3,c29r1,test1,3.0,medium,incompatible,4,471.3883677298311,0.6248,76,0.9114959681210896
4,c29r1,test1,3.0,medium,incompatible,5,606.7166979362104,0.5047,76,0.7900891252699418
5,c29r1,test1,3.0,medium,incompatible,6,778.855534709193,0.4315,76,0.7167024838669721
6,c29r1,test1,3.0,medium,incompatible,7,1234.6529080675427,0.6454,76,0.9329331049926808
0,c29r1,test1,3.0,late,compatible,1,201.43327841845138,0.9539,86,1.354332295558892
1,c29r1,test1,3.0,late,compatible,2,233.01482701812193,0.9539,86,1.354332295558892
2,c29r1,test1,3.0,late,compatible,3,256.19439868204296,0.9539,86,1.354332295558892
3,c29r1,test1,3.0,late,compatible,4,279.42339373970333,0.9539,86,1.354332295558892
4,c29r1,test1,3.0,late,compatible,5,313.1630971993411,0.9769,86,1.4183398253590633
5,c29r1,test1,3.0,late,compatible,6,377.1993410214171,0.9539,86,1.354332295558892
6,c29r1,test1,3.0,late,compatible,7,668.7149917627675,0.5272,86,0.8125950260131727
0,c29r1,test1,3.0,late,incompatible,1,218.26825127334467,0.7385,84,1.0340617947595523
1,c29r1,test1,3.0,late,incompatible,2,278.48896434634975,0.7946,84,1.1003917765825815
2,c29r1,test1,3.0,late,incompatible,3,352.8353140916808,0.8489,84,1.171554562250117
3,c29r1,test1,3.0,late,incompatible,4,446.31578947368416,0.7317,84,1.0263670022512486
4,c29r1,test1,3.0,late,incompatible,5,587.6570458404076,0.6384,84,0.9255988024047391
5,c29r1,test1,3.0,late,incompatible,6,785.0764006791169,0.7046,84,0.9961691530854301
6,c29r1,test1,3.0,late,incompatible,7,1189.796264855688,0.6418,84,0.9291358108950286
0,c30r1,control,3.0,early,compatible,1,207.47634069400632,0.9558,90,1.3590672037669722
1,c30r1,control,3.0,early,compatible,2,252.80757097791798,0.9669,90,1.3877788664962216
2,c30r1,control,3.0,early,compatible,3,295.8675078864354,0.9558,90,1.3590672037669722
3,c30r1,control,3.0,early,compatible,4,357.4605678233438,0.9558,90,1.3590672037669722
4,c30r1,control,3.0,early,compatible,5,435.1419558359621,0.9669,90,1.3877788664962216
5,c30r1,control,3.0,early,compatible,6,547.6025236593063,0.9338,90,1.3104815217675783
6,c30r1,control,3.0,early,compatible,7,839.3375394321765,0.8233,90,1.1370151658052436
0,c30r1,control,3.0,early,incompatible,1,223.7798165137615,0.5908,77,0.8767311292469253
1,c30r1,control,3.0,early,incompatible,2,286.7522935779816,0.7193,77,1.0123813710776912
2,c30r1,control,3.0,early,incompatible,3,372.25688073394497,0.7908,77,1.095777256757117
3,c30r1,control,3.0,early,incompatible,4,489.8715596330275,0.8073,77,1.1163882528673248
4,c30r1,control,3.0,early,incompatible,5,591.4862385321098,0.756,77,1.0541122053531724
5,c30r1,control,3.0,early,incompatible,6,732.495412844037,0.6018,77,0.8879502837469534
6,c30r1,control,3.0,early,incompatible,7,1178.018348623853,0.5248,77,0.8101796049223708
0,c30r1,control,3.0,medium,compatible,1,204.78957915831663,0.8457,71,1.167099267645264
1,c30r1,control,3.0,medium,compatible,2,253.92785571142284,0.9299,71,1.3027569368329235
2,c30r1,control,3.0,medium,compatible,3,311.0220440881763,0.9158,71,1.2764465988022526
3,c30r1,control,3.0,medium,compatible,4,395.3507014028057,0.8878,71,1.2291907157630002
4,c30r1,control,3.0,medium,compatible,5,496.81362725450896,0.8958,71,1.2420969465322214
5,c30r1,control,3.0,medium,compatible,6,643.4268537074147,0.7255,71,1.019285768135015
6,c30r1,control,3.0,medium,compatible,7,1080.761523046092,0.4389,71,0.7241219937856367
0,c30r1,control,3.0,medium,incompatible,1,228.16842105263157,0.7958,67,1.101905347327285
1,c30r1,control,3.0,medium,incompatible,2,286.1684210526316,0.8358,67,1.1535664938482586
2,c30r1,control,3.0,medium,incompatible,3,354.67368421052635,0.8968,67,1.2438174543493776
3,c30r1,control,3.0,medium,incompatible,4,446.5473684210526,0.9705,67,1.398262938397175
4,c30r1,control,3.0,medium,incompatible,5,537.8736842105261,0.8968,67,1.2438174543493776
5,c30r1,control,3.0,medium,incompatible,6,664.2947368421056,0.9558,67,1.3589530303420316
6,c30r1,control,3.0,medium,incompatible,7,1062.2947368421048,0.7347,67,1.029745616437783
0,c30r1,control,3.0,late,compatible,1,208.37155963302752,0.8394,62,1.1585297770947398
1,c30r1,control,3.0,late,compatible,2,264.059633027523,0.8876,62,1.2289370751607376
2,c30r1,control,3.0,late,compatible,3,327.22477064220186,0.8716,62,1.2042592516165023
3,c30r1,control,3.0,late,compatible,4,422.9128440366972,0.7431,62,1.0392888289594553
4,c30r1,control,3.0,late,compatible,5,546.6972477064222,0.7271,62,1.0210957719621057
5,c30r1,control,3.0,late,compatible,6,745.1376146788991,0.5505,62,0.8359428469900282
6,c30r1,control,3.0,late,compatible,7,1244.7247706422017,0.1491,62,0.39641300176516725
0,c30r1,control,3.0,late,incompatible,1,211.47540983606558,0.7213,61,1.0146597880406318
1,c30r1,control,3.0,late,incompatible,2,277.21311475409834,0.9344,61,1.3118370326949267
2,c30r1,control,3.0,late,incompatible,3,350.1639344262295,0.9508,61,1.347171521886819
3,c30r1,control,3.0,late,incompatible,4,442.2950819672131,0.9344,61,1.3118370326949267
4,c30r1,control,3.0,late,incompatible,5,532.6229508196722,0.918,61,1.2804332858453926
5,c30r1,control,3.0,late,incompatible,6,641.1475409836065,0.9672,61,1.3887208371546418
6,c30r1,control,3.0,late,incompatible,7,1021.9672131147541,0.8689,61,1.2002316468716985
0,c40r1,test1,3.0,early,compatible,1,184.46969696969697,0.9924,132,1.4836481452922552
1,c40r1,test1,3.0,early,compatible,2,205.53030303030303,0.9924,132,1.4836481452922552
2,c40r1,test1,3.0,early,compatible,3,225.07575757575756,0.9924,132,1.4836481452922552
3,c40r1,test1,3.0,early,compatible,4,247.04545454545453,0.9924,132,1.4836481452922552
4,c40r1,test1,3.0,early,compatible,5,273.1060606060606,0.9848,132,1.4473892043586951
5,c40r1,test1,3.0,early,compatible,6,303.7121212121212,0.9697,132,1.395827695688
6,c40r1,test1,3.0,early,compatible,7,424.1666666666667,0.9167,132,1.2779531817876473
0,c40r1,test1,3.0,early,incompatible,1,198.48322147651007,0.2953,106,0.5745022316984753
1,c40r1,test1,3.0,early,incompatible,2,230.21476510067114,0.353,106,0.6362147036184034
2,c40r1,test1,3.0,early,incompatible,3,249.91946308724832,0.3289,106,0.6107255440402586
3,c40r1,test1,3.0,early,incompatible,4,270.18791946308727,0.4389,106,0.7241713886973937
4,c40r1,test1,3.0,early,incompatible,5,301.9463087248321,0.5866,106,0.8724135026653836
5,c40r1,test1,3.0,early,incompatible,6,355.66442953020135,0.5906,106,0.8765060426176203
6,c40r1,test1,3.0,early,incompatible,7,491.70469798657723,0.4228,106,0.7079068775253516
0,c40r1,test1,3.0,medium,compatible,1,182.7878787878788,1.0,117,1.5707963267948966
1,c40r1,test1,3.0,medium,compatible,2,202.25454545454542,0.9915,117,1.4785573409766788
2,c40r1,test1,3.0,medium,compatible,3,217.39393939393938,1.0,117,1.5707963267948966
3,c40r1,test1,3.0,medium,compatible,4,236.09696969696975,1.0,117,1.5707963267948966
4,c40r1,test1,3.0,medium,compatible,5,257.68484848484854,0.9915,117,1.4785573409766788
5,c40r1,test1,3.0,medium,compatible,6,288.88484848484825,1.0,117,1.5707963267948966
6,c40r1,test1,3.0,medium,compatible,7,383.8181818181819,0.9576,117,1.363339980813246
0,c40r1,test1,3.0,medium,incompatible,1,194.56839309428952,0.1912,107,0.4525986392319997
1,c40r1,test1,3.0,medium,incompatible,2,221.64674634794156,0.162,107,0.4142625846484374
2,c40r1,test1,3.0,medium,incompatible,3,242.68260292164678,0.1461,107,0.39218345006465277
3,c40r1,test1,3.0,medium,incompatible,4,262.6958831341301,0.3187,107,0.5998964416827053
4,c40r1,test1,3.0,medium,incompatible,5,285.4847277556442,0.3254,107,0.6070025057961533
5,c40r1,test1,3.0,medium,incompatible,6,334.953519256308,0.3625,107,0.6461550030901333
6,c40r1,test1,3.0,medium,incompatible,7,475.79017264276223,0.3718,107,0.6557981242157672
0,c40r1,test1,3.0,late,compatible,1,179.56572769953053,1.0,121,1.5707963267948966
1,c40r1,test1,3.0,late,compatible,2,198.20422535211264,1.0,121,1.5707963267948966
2,c40r1,test1,3.0,late,compatible,3,213.62676056338037,1.0,121,1.5707963267948966
3,c40r1,test1,3.0,late,compatible,4,229.0962441314553,1.0,121,1.5707963267948966
4,c40r1,test1,3.0,late,compatible,5,252.33568075117373,1.0,121,1.5707963267948966
5,c40r1,test1,3.0,late,compatible,6,280.9624413145541,0.9918,121,1.4800348076442873
6,c40r1,test1,3.0,late,compatible,7,360.88028169014075,0.9836,121,1.4422555257033884
0,c40r1,test1,3.0,late,incompatible,1,187.4746192893401,0.1028,112,0.3263755243303377
1,c40r1,test1,3.0,late,incompatible,2,214.41624365482232,0.1282,112,0.3661378972331248
2,c40r1,test1,3.0,late,incompatible,3,232.56345177664977,0.0888,112,0.3026470585632819
3,c40r1,test1,3.0,late,incompatible,4,251.68781725888323,0.2221,112,0.49071314532900945
4,c40r1,test1,3.0,late,incompatible,5,281.00253807106606,0.2487,112,0.5221317719453934
5,c40r1,test1,3.0,late,incompatible,6,341.68781725888323,0.3147,112,0.5955933044413604
6,c40r1,test1,3.0,late,incompatible,7,490.69796954314717,0.3071,112,0.5873679249194168
0,c44r1,test2,3.0,early,compatible,1,198.53159851301115,1.0,76,1.5707963267948966
1,c44r1,test2,3.0,early,compatible,2,226.5613382899628,1.0,76,1.5707963267948966
2,c44r1,test2,3.0,early,compatible,3,253.23420074349443,0.987,76,1.4564799878713428
3,c44r1,test2,3.0,early,compatible,4,301.24535315985133,1.0,76,1.5707963267948966
4,c44r1,test2,3.0,early,compatible,5,353.4014869888474,1.0,76,1.5707963267948966
5,c44r1,test2,3.0,early,compatible,6,420.22304832713775,1.0,76,1.5707963267948966
6,c44r1,test2,3.0,early,compatible,7,557.0631970260222,1.0,76,1.5707963267948966
0,c44r1,test2,3.0,early,incompatible,1,228.01815431164903,0.1952,94,0.4575684497151423
1,c44r1,test2,3.0,early,incompatible,2,288.411497730711,0.3661,94,0.649856297178839
2,c44r1,test2,3.0,early,incompatible,3,347.17095310136153,0.4478,94,0.7331087906739441
3,c44r1,test2,3.0,early,incompatible,4,421.80030257186087,0.3964,94,0.6810112206718749
4,c44r1,test2,3.0,early,incompatible,5,510.7110438729199,0.3737,94,0.6576908393718484
5,c44r1,test2,3.0,early,incompatible,6,673.434190620272,0.1906,94,0.45181708049842084
6,c44r1,test2,3.0,early,incompatible,7,1122.692889561271,0.1059,94,0.3314590435797868
0,c44r1,test2,3.0,medium,compatible,1,200.27272727272725,1.0,78,1.5707963267948966
1,c44r1,test2,3.0,medium,compatible,2,228.8181818181818,1.0,78,1.5707963267948966
2,c44r1,test2,3.0,medium,compatible,3,268.4181818181819,1.0,78,1.5707963267948966
3,c44r1,test2,3.0,medium,compatible,4,316.81818181818176,1.0,78,1.5707963267948966
4,c44r1,test2,3.0,medium,compatible,5,367.7818181818181,1.0,78,1.5707963267948966
5,c44r1,test2,3.0,medium,compatible,6,434.4000000000003,1.0,78,1.5707963267948966
6,c44r1,test2,3.0,medium,compatible,7,583.5999999999999,0.9873,78,1.4577405515026631
0,c44r1,test2,3.0,medium,incompatible,1,231.5287517531557,0.2258,101,0.4951810933927842
1,c44r1,test2,3.0,medium,incompatible,2,294.29172510518936,0.3997,101,0.6844332397571873
2,c44r1,test2,3.0,medium,incompatible,3,360.75736325385685,0.2777,101,0.5550337687754812
3,c44r1,test2,3.0,medium,incompatible,4,462.49649368863965,0.4811,101,0.7664593360012097
4,c44r1,test2,3.0,medium,incompatible,5,589.9298737727909,0.4516,101,0.7369358887727996
5,c44r1,test2,3.0,medium,incompatible,6,742.4263674614303,0.1767,101,0.43386298020871344
6,c44r1,test2,3.0,medium,incompatible,7,1209.2145862552597,0.1276,101,0.3653251436363342
0,c44r1,test2,3.0,late,compatible,1,199.5585738539898,0.9762,84,1.41600678855594
1,c44r1,test2,3.0,late,compatible,2,230.4414261460102,1.0,84,1.5707963267948966
2,c44r1,test2,3.0,late,compatible,3,266.893039049236,0.9881,84,1.4615632759905952
3,c44r1,test2,3.0,late,compatible,4,324.70288624787776,1.0,84,1.5707963267948966
4,c44r1,test2,3.0,late,compatible,5,381.4940577249577,1.0,84,1.5707963267948966
5,c44r1,test2,3.0,late,compatible,6,461.76570458404063,0.9881,84,1.4615632759905952
6,c44r1,test2,3.0,late,compatible,7,629.5925297113754,0.9762,84,1.41600678855594
0,c44r1,test2,3.0,late,incompatible,1,227.3905429071804,0.5271,81,0.8125572149973556
1,c44r1,test2,3.0,late,incompatible,2,300.47285464098076,0.6147,81,0.9011399422730904
2,c44r1,test2,3.0,late,incompatible,3,395.183887915937,0.7793,81,1.081787719496852
3,c44r1,test2,3.0,late,incompatible,4,495.6742556917688,0.7916,81,1.0967226867150839
4,c44r1,test2,3.0,late,incompatible,5,600.9281961471102,0.7916,81,1.0967226867150839
5,c44r1,test2,3.0,late,incompatible,6,749.0017513134856,0.62,81,0.9065457458828765
6,c44r1,test2,3.0,late,incompatible,7,1185.1838879159368,0.62,81,0.9065457458828765
0,c40r2,test1,3.0,early,compatible,1,211.79054054054055,1.0,84,1.5707963267948966
1,c40r2,test1,3.0,early,compatible,2,238.42905405405406,1.0,84,1.5707963267948966
2,c40r2,test1,3.0,early,compatible,3,263.26013513513516,1.0,84,1.5707963267948966
3,c40r2,test1,3.0,early,compatible,4,290.2702702702702,1.0,84,1.5707963267948966
4,c40r2,test1,3.0,early,compatible,5,325.1858108108107,1.0,84,1.5707963267948966
5,c40r2,test1,3.0,early,compatible,6,386.8918918918921,1.0,84,1.5707963267948966
6,c40r2,test1,3.0,early,compatible,7,478.05743243243234,1.0,84,1.5707963267948966
0,c40r2,test1,3.0,early,incompatible,1,228.9516129032258,0.3113,88,0.591894210005844
1,c40r2,test1,3.0,early,incompatible,2,289.6774193548387,0.3548,88,0.6381157086856972
2,c40r2,test1,3.0,early,incompatible,3,348.1935483870969,0.3129,88,0.593635229249716
3,c40r2,test1,3.0,early,incompatible,4,442.06451612903214,0.2968,88,0.5761148189182852
4,c40r2,test1,3.0,early,incompatible,5,549.3870967741934,0.3935,88,0.6781250375920695
5,c40r2,test1,3.0,early,incompatible,6,735.3709677419358,0.2839,88,0.5618999729718056
6,c40r2,test1,3.0,early,incompatible,7,1189.6290322580644,0.3274,88,0.6091932223089545
0,c40r2,test1,3.0,medium,compatible,1,209.70000000000002,1.0,85,1.5707963267948966
1,c40r2,test1,3.0,medium,compatible,2,235.3,1.0,85,1.5707963267948966
2,c40r2,test1,3.0,medium,compatible,3,253.68333333333342,1.0,85,1.5707963267948966
3,c40r2,test1,3.0,medium,compatible,4,270.81666666666655,1.0,85,1.5707963267948966
4,c40r2,test1,3.0,medium,compatible,5,296.8833333333334,1.0,85,1.5707963267948966
5,c40r2,test1,3.0,medium,compatible,6,344.76666666666694,1.0,85,1.5707963267948966
6,c40r2,test1,3.0,medium,compatible,7,446.2666666666665,1.0,85,1.5707963267948966
0,c40r2,test1,3.0,medium,incompatible,1,215.86153846153846,0.1831,92,0.442140379679032
1,c40r2,test1,3.0,medium,incompatible,2,271.2769230769231,0.1908,92,0.4520060504362489
2,c40r2,test1,3.0,medium,incompatible,3,345.13846153846146,0.2569,92,0.5315568625301346
3,c40r2,test1,3.0,medium,incompatible,4,438.7076923076924,0.2308,92,0.5010924871710911
4,c40r2,test1,3.0,medium,incompatible,5,548.8769230769229,0.2154,92,0.48261264531208387
5,c40r2,test1,3.0,medium,incompatible,6,745.8615384615382,0.1631,92,0.41569736239024185
6,c40r2,test1,3.0,medium,incompatible,7,1239.5846153846155,0.2462,92,0.5191461852441093
0,c40r2,test1,3.0,late,compatible,1,190.56629834254144,0.884,103,1.2232199259134862
1,c40r2,test1,3.0,late,compatible,2,215.1104972375691,0.942,103,1.327549179934019
2,c40r2,test1,3.0,late,compatible,3,233.39779005524858,0.9323,103,1.3076141084869166
3,c40r2,test1,3.0,late,compatible,4,251.45027624309392,0.8936,103,1.238601968815193
4,c40r2,test1,3.0,late,compatible,5,274.54419889502753,0.9517,103,1.3491142958197102
5,c40r2,test1,3.0,late,compatible,6,320.3591160220995,0.9613,103,1.3728473930048928
6,c40r2,test1,3.0,late,compatible,7,442.47237569060775,0.9903,103,1.4723085710236414
0,c40r2,test1,3.0,late,incompatible,1,217.01754385964912,0.1667,114,0.42053401709676796
1,c40r2,test1,3.0,late,incompatible,2,255.6140350877193,0.1842,114,0.44360464571903196
2,c40r2,test1,3.0,late,incompatible,3,302.5438596491228,0.1754,114,0.43218291213235444
3,c40r2,test1,3.0,late,incompatible,4,378.42105263157896,0.2895,114,0.5680958907322717
4,c40r2,test1,3.0,late,incompatible,5,494.7368421052632,0.2456,114,0.5185197446977958
5,c40r2,test1,3.0,late,incompatible,6,651.7543859649123,0.2632,114,0.5386632609974039
6,c40r2,test1,3.0,late,incompatible,7,1051.4035087719299,0.2982,114,0.5777243222905606
